dataset,probe_row,future_step,target,mean_pairwise_scope_disagreement,split,scope_1_forecast,scope_48_forecast,scope_144_forecast,scope_360_forecast,scope_720_forecast
ETTh1,107,213,-3.5860683918,0.336374620191,validation,-2.0832147598,-1.7838771343,-1.9328042269,-2.0170891285,-1.7969297171
ETTh1,107,214,-3.8565986156,0.336374620191,validation,-2.2193531990,-2.5357918739,-2.3689966202,-2.1965770721,-2.0691049099
ETTh1,107,215,-4.0303683281,0.336374620191,validation,-2.2450084686,-2.3864660263,-2.0158333778,-2.0474233627,-1.9598494768
ETTh1,107,216,-2.3499286175,0.336374620191,validation,-1.9052870274,-2.2497901917,-1.9681780338,-1.8163405657,-1.8255105019
ETTh1,107,217,-0.8044821024,0.336374620191,validation,-1.5235580206,-1.7886120081,-1.5615162849,-1.6333336830,-1.7532867193
ETTh1,107,218,-1.2038447857,0.336374620191,validation,-0.8354968429,-0.7846814394,-0.9317706823,-0.9395892620,-0.7904634476
ETTh1,107,219,-0.7079030275,0.336374620191,validation,-0.2738509476,-0.5174107552,-0.7553529739,-0.6168418527,-0.6275615692
ETTh1,107,220,-0.3989586830,0.336374620191,validation,0.1108416915,-0.3170987070,-0.2359380424,0.0902913809,0.0768873096
ETTh1,107,221,0.0518645197,0.336374620191,validation,0.1367179155,0.0920543671,0.1974477172,-0.1294849813,-0.1346160471
ETTh1,107,222,0.3995853961,0.336374620191,validation,0.1643437743,0.2007614374,0.1794881225,0.2911109924,0.0529921651
ETTh1,107,223,0.3222133815,0.336374620191,validation,0.4128890038,0.6610442400,0.5818574429,0.3089033365,0.2469590306
ETTh1,107,224,0.6248157620,0.336374620191,validation,0.2772774696,0.2559549212,0.3376822472,0.3438413739,0.3909639716
ETTh1,107,225,0.6893225908,0.336374620191,validation,0.5229623318,0.0355703831,0.1692478061,0.1818617582,0.1337046623
ETTh1,107,226,0.8116319776,0.336374620191,validation,0.1796388030,0.6151831150,0.4779764414,0.4278953075,0.2101203799
ETTh1,107,227,0.8502274156,0.336374620191,validation,0.1368618608,0.3745677471,0.7927179337,0.2558940053,0.4849920273
ETTh1,107,228,0.6893225908,0.336374620191,validation,0.6385411024,0.7728338242,0.5371674299,0.3144783378,0.2454047203
ETTh1,107,229,0.8696156144,0.336374620191,validation,0.2565492392,0.3810226917,0.8215630054,0.5587551594,0.5319793224
ETTh1,107,230,0.8438854814,0.336374620191,validation,0.3669220805,-0.0309829712,0.5924494267,0.4261133671,0.0963336825
ETTh1,107,231,0.4573879242,0.336374620191,validation,0.3122032881,0.2925046086,0.2568023205,0.8010563850,0.6156245470
ETTh1,107,232,0.3030062914,0.336374620191,validation,0.1668853164,0.2398906946,0.4306344986,0.0058394074,-0.1445052624
ETTh1,107,233,-0.1541587859,0.336374620191,validation,0.0030816197,-0.2878413498,0.0625449419,-0.1419865191,-0.2130689323
ETTh1,107,234,-0.0255074725,0.336374620191,validation,-0.8168035746,-0.7886531353,-0.4242370427,-0.6422934532,-0.6995132565
ETTh1,107,235,-1.2553052902,0.336374620191,validation,-1.8075293303,-1.5936955214,-1.5607444048,-1.4411327839,-1.1970984936
ETTh1,107,236,-1.2939007282,0.336374620191,validation,-1.8157277107,-1.3425185680,-1.5506383181,-2.0681443214,-1.9771865606
ETTh1,107,237,-1.8733750582,0.336374620191,validation,-2.1104180813,-2.1949043274,-1.6357146502,-2.1209936142,-2.3291876316
ETTh1,107,238,-3.8372101784,0.336374620191,validation,-2.4072151184,-2.3024446964,-2.1217143536,-2.2031774521,-2.3978009224
ETTh1,107,239,-2.1310400963,0.336374620191,validation,-2.4951014519,-2.4597389698,-2.7287561893,-2.1431312561,-2.0291371346
ETTh1,107,240,-3.5217425823,0.336374620191,validation,-1.8795032501,-2.0123152733,-2.0339040756,-2.1463603973,-2.0335659981
ETTh1,107,241,-1.5772958994,0.336374620191,validation,-1.6712535620,-1.7455694675,-1.5869152546,-1.6654905081,-1.7411333323
ETTh1,107,242,-1.6610099077,0.336374620191,validation,-0.6710057855,-0.6953480244,-1.0134167671,-1.1349346638,-1.3451042175
ETTh1,107,243,-1.4613285065,0.336374620191,validation,-0.7986413240,-0.2857744396,-0.3763085008,-0.8253564835,-1.1037034988
ETTh1,107,244,-0.4053006470,0.336374620191,validation,-0.0340671539,0.0894525647,0.0320080519,-0.0460453033,-0.0411149263
ETTh1,107,245,0.1290552318,0.336374620191,validation,0.0434390306,0.0172826052,0.0544512868,0.2339298129,-0.0268793106
ETTh1,107,246,0.5862203240,0.336374620191,validation,0.1133856177,0.4050487280,0.1207308173,0.1736747622,0.1457324028
ETTh1,107,247,0.5025064945,0.336374620191,validation,0.1166051030,0.0641331673,0.4196242094,0.5370615721,0.5449137688
ETTh1,107,248,0.4639110267,0.336374620191,validation,0.5490398407,0.4827164412,0.4009816051,0.2302852869,0.1693314314
ETTh1,107,249,0.5798783898,0.336374620191,validation,0.3343020678,0.3354887962,0.4919631481,-0.0956693292,-0.1434970200
ETTh1,107,250,1.0241785049,0.336374620191,validation,0.3210301995,0.6453928947,0.2259421945,0.5508459806,0.6162011623
ETTh1,107,251,0.5670132637,0.336374620191,validation,0.7342915535,0.0500834584,0.3325456977,0.7040216923,0.3633412719
ETTh1,107,252,0.7859016657,0.336374620191,validation,0.7260735035,0.2488722205,0.7870159149,0.0813253522,0.2439347506
ETTh1,107,253,0.5798783898,0.336374620191,validation,0.2576767206,0.5311422348,0.6915942430,0.4670857191,0.1213915348
ETTh1,107,254,0.5733553767,0.336374620191,validation,0.7132625580,0.4925811291,0.3064550757,0.7297335863,0.6521044970
ETTh1,107,255,0.4124505222,0.336374620191,validation,0.8502906561,0.8642537594,0.3092750907,0.6671247482,0.4844727516
ETTh1,107,256,0.1741738021,0.336374620191,validation,0.1183112264,0.4540628195,0.5676624775,0.0427804589,-0.0293458104
ETTh1,107,257,-0.1992773563,0.336374620191,validation,-0.4430165291,-0.0161891580,0.2510159612,0.0515369177,-0.3384310603
ETTh1,107,258,-1.3841377497,0.336374620191,validation,-0.9084581137,-0.2915835083,-0.3494229317,-0.7826339602,-0.8530172110
ETTh1,107,259,-1.5064470768,0.336374620191,validation,-0.8915668726,-1.1078236103,-0.8437873125,-0.8937054873,-0.9436259866
ETTh1,107,260,-1.1393378973,0.336374620191,validation,-1.4528934956,-1.2774631977,-1.7166801691,-1.5029660463,-1.2325766087
ETTh1,107,261,-2.1567704678,0.336374620191,validation,-1.8419653177,-1.8983488083,-1.7342294455,-1.8793022633,-1.7507122755
ETTh1,107,262,-1.8670331240,0.336374620191,validation,-2.0033338070,-2.1250300407,-1.8987475634,-1.8554140329,-1.9033857584
ETTh1,107,263,-2.0987865925,0.336374620191,validation,-1.9490220547,-1.9226297140,-2.3054926395,-2.5613379478,-2.4473187923
ETTh1,107,264,-1.2745124102,0.336374620191,validation,-1.7875128984,-2.1151094437,-2.2716648579,-1.9347784519,-1.6387467384
ETTh1,107,265,-0.8496006727,0.336374620191,validation,-1.7263177633,-1.7267314196,-1.3807852268,-1.6951985359,-1.7591426373
ETTh1,107,266,-0.3281098604,0.336374620191,validation,-0.9445987940,-0.7868272066,-1.1441437006,-1.0526138544,-0.8783524036
ETTh1,107,267,-0.2636030018,0.336374620191,validation,-0.5995548964,-0.2253927588,-0.5314267278,-0.6090273857,-0.6635515690
ETTh1,107,268,-0.3152447343,0.336374620191,validation,-0.1954887807,-0.0094257593,0.0258597732,-0.5692878366,-0.5112295151
ETTh1,107,269,0.1161901727,0.336374620191,validation,-0.0497412682,0.0212779641,0.0766893029,-0.2016958296,-0.2200112939
ETTh1,107,270,0.4510459006,0.336374620191,validation,0.1607183814,-0.0508790612,0.3858084083,-0.3950772583,-0.2353577018
ETTh1,107,271,0.3801971078,0.336374620191,validation,0.2522702217,-0.0790284276,0.0244159102,0.1946974993,-0.0206823945
ETTh1,107,272,0.8696156144,0.336374620191,validation,0.1824439168,0.2824276090,0.3904234171,0.4805999994,0.5850507021
ETTh1,107,273,0.8116319776,0.336374620191,validation,0.2650554776,0.1779142618,0.1890397072,-0.0716336966,-0.0637181997
ETTh1,107,274,0.9725366235,0.336374620191,validation,0.4693388939,0.3450968266,0.8334408998,0.2455274463,0.3925079107
ETTh1,107,275,1.1013692617,0.336374620191,validation,0.1330292225,0.3925009370,0.8543267250,0.2844300866,0.5003453493
ETTh1,107,276,1.0562506914,0.336374620191,validation,0.4502836466,0.6365230083,0.6121675968,0.3693145514,0.5533196926
ETTh1,107,277,0.9016878605,0.336374620191,validation,0.2405564785,0.5398644209,0.5924000740,0.4603868723,0.4103324413
ETTh1,107,278,1.0370436907,0.336374620191,validation,0.3939015865,0.2015199065,0.5523678064,0.2512744069,0.3593886495
ETTh1,107,279,0.7473064065,0.336374620191,validation,0.5112082958,0.7596998215,0.2626872063,0.5069193840,0.2784056067
ETTh1,107,280,0.7213948369,0.336374620191,validation,0.2786393166,0.3565694094,0.3451350331,-0.5976268649,-0.4056580067
ETTh1,107,281,0.5604901910,0.336374620191,validation,-0.5600539446,-0.3089477122,-0.2193824947,0.4947209358,-0.1235857904
ETTh1,107,282,-0.3344518244,0.336374620191,validation,-0.2777662575,-0.8204956055,-0.4354398251,-0.5348725319,-0.6886849403
ETTh1,107,283,-1.8090494871,0.336374620191,validation,-1.1626408100,-0.5858282447,-0.7635201812,-1.1682039499,-1.4841959476
ETTh1,107,284,-1.0878773928,0.336374620191,validation,-1.8081241846,-1.7710522413,-1.7096530199,-1.1322336197,-1.0661889315
ETTh1,107,285,-1.2230517864,0.336374620191,validation,-2.1511957645,-2.4062862396,-2.1059045792,-1.4710421562,-1.3511471748
ETTh1,107,286,-3.4894893169,0.336374620191,validation,-2.1293225288,-2.3613152504,-2.7059636116,-2.2271475792,-2.0478901863
ETTh1,107,287,-1.4162100554,0.336374620191,validation,-1.8645796776,-2.3089475632,-2.4874260426,-2.0211095810,-1.9923955202
ETTh1,107,288,-1.1907984018,0.336374620191,validation,-1.7378096581,-1.7445608377,-2.3417253494,-1.6755921841,-1.6001743078
ETTh1,107,289,-0.7981401086,0.336374620191,validation,-1.7127573490,-1.8481317759,-1.4538714886,-2.0058102608,-2.0776977539
ETTh1,107,290,-0.9269726276,0.336374620191,validation,-1.0588595867,-0.9371911287,-0.8282301426,-0.3224900961,-0.6684809327
ETTh1,107,291,-0.2829913199,0.336374620191,validation,-0.3318748474,-0.5015791059,-0.3430041373,-0.4971863627,-0.5692800283
ETTh1,107,292,-0.2829913199,0.336374620191,validation,-0.0068272352,0.0364711285,0.2124527693,-0.2058345973,-0.2724510133
ETTh1,107,293,0.0196110979,0.336374620191,validation,0.1528021693,0.1794752479,-0.0023297071,0.1184774041,-0.0483760238
ETTh1,107,294,0.3544668257,0.336374620191,validation,0.3799430728,0.1200786829,0.7152124643,-0.6999389529,-0.3264424205
ETTh1,107,295,0.2964831889,0.336374620191,validation,0.3137503266,0.5816390514,0.2193848491,0.2353206277,0.3826679587
ETTh1,107,296,0.4832994044,0.336374620191,validation,0.7653046846,0.6705940962,0.6761466265,0.4202673435,0.3607354164
ETTh1,107,297,0.4832994044,0.336374620191,validation,0.6207665205,0.4531440735,0.3584888577,0.5988551378,0.2939388752
ETTh1,107,298,1.0047901869,0.336374620191,validation,0.5520558357,0.7898329496,0.4012501240,0.2175382972,0.2743931413
ETTh1,107,299,0.9596716762,0.336374620191,validation,0.3086062074,0.4342683554,0.0993983150,0.0211943388,-0.0128154159
ETTh1,107,300,0.7730365396,0.336374620191,validation,0.4383203983,0.5599837303,-0.1308780313,0.5649576187,0.4212403297
ETTh1,107,301,0.6376809478,0.336374620191,validation,0.3379612565,0.4944492579,0.5946441889,0.0415540338,-0.1664411426
ETTh1,107,302,0.5733553767,0.336374620191,validation,0.5539964437,0.2103997469,0.7722984552,0.4318494797,0.2990119457
ETTh1,107,303,0.7342600226,0.336374620191,validation,0.5256412029,0.5316027403,0.4974279404,0.1791777015,0.0208132267
ETTh1,107,304,0.5670132637,0.336374620191,validation,0.2428073287,0.5428149700,0.1497185826,0.1301903129,-0.1793880761
ETTh1,107,305,0.1935620755,0.336374620191,validation,-0.5357017517,-0.5242795348,-0.5442277193,0.1883024573,-0.0180614591
ETTh1,107,306,-0.1992773563,0.336374620191,validation,-0.5105615854,-0.8070977926,-0.7346444130,-0.6662455201,-0.6937268376
ETTh1,107,307,-0.5792517066,0.336374620191,validation,-1.2917273045,-0.8411362171,-1.4038794041,-0.9027426243,-0.8211111426
ETTh1,107,308,-0.9976402521,0.336374620191,validation,-1.2320894003,-1.2517529726,-1.9281004667,-1.0514831543,-1.1817913055
ETTh1,107,309,-0.7530215383,0.336374620191,validation,-2.4006423950,-2.2349944115,-1.6358914375,-1.6850327253,-1.9806231260
ETTh1,107,310,-1.7833192348,0.336374620191,validation,-1.6963369846,-1.8063478470,-1.8964890242,-2.4340257645,-2.1516959667
ETTh1,107,311,-1.1007424593,0.336374620191,validation,-2.2825860977,-2.3921282291,-1.9841378927,-1.3462765217,-1.7604320049
ETTh1,107,312,-1.1136076450,0.336374620191,validation,-1.9166823626,-1.5919591188,-1.9770562649,-1.9572219849,-2.2748322487
ETTh1,107,313,-0.8173472285,0.336374620191,validation,-1.5429487228,-1.7960506678,-1.3033242226,-1.4745833874,-1.1522712708
ETTh1,107,314,-0.6886959076,0.336374620191,validation,-1.0778088570,-0.9828238487,-0.9271166325,-0.8561301231,-1.0555876493
ETTh1,107,315,-0.3924355209,0.336374620191,validation,-0.6001036167,-0.3631082177,-0.3491456509,-0.5488899350,-0.7947631478
ETTh1,107,316,-0.2186656743,0.336374620191,validation,-0.3902623653,-0.5673534870,-0.0698239803,-0.6064600348,-0.4232559800
ETTh1,107,317,-0.0704448521,0.336374620191,validation,-0.0000171661,-0.1399506927,-0.1718097925,0.1793074012,0.0921084285
ETTh1,107,318,0.0004039248,0.336374620191,validation,0.0390366912,-0.1667509675,-0.0656964779,0.2199811339,0.1802012324
ETTh1,107,319,-0.0126423230,0.336374620191,validation,0.0047073364,0.2284991741,-0.0803049207,0.4253668785,0.3434549570
ETTh1,107,320,0.4381808341,0.336374620191,validation,-0.1197618842,-0.2125452161,0.3180361390,0.3311071396,0.5002613068
ETTh1,107,321,0.2964831889,0.336374620191,validation,-0.0315359235,0.2102960944,-0.4240984321,0.5779124498,0.3345788121
ETTh1,107,322,0.6570692658,0.336374620191,validation,0.1989319324,-0.0125108957,0.6417664289,0.2948435545,0.3587297201
ETTh1,107,323,0.8759575486,0.336374620191,validation,0.6389130354,0.3649803996,0.7167601585,0.8007856607,0.5442367792
ETTh1,107,324,0.7730365396,0.336374620191,validation,0.4568128586,0.5244524479,0.4771525860,0.3131254315,0.1510215998
ETTh1,107,325,0.5862203240,0.336374620191,validation,0.1168276072,0.4722570181,0.1381063461,0.6268612146,0.5135197639
ETTh1,107,326,0.3738551736,0.336374620191,validation,-0.0803980827,0.7929999828,0.5549993515,0.2571918368,0.1093220711
ETTh1,107,327,0.2578877509,0.336374620191,validation,0.2206632495,0.5174635649,0.3716132641,0.4617619514,0.5590170622
ETTh1,107,328,0.0004039248,0.336374620191,validation,0.2675386071,0.2407416701,0.3074983358,0.5612308979,0.4680253267
ETTh1,107,329,-0.0318494961,0.336374620191,validation,-0.4032610059,0.0289039612,-0.4195536673,0.1734073162,0.0257186890
ETTh1,107,330,-0.2895144522,0.336374620191,validation,-0.5446437597,-0.7296981812,-0.5765268803,-0.7452677488,-0.4565395117
ETTh1,107,331,-0.4181657732,0.336374620191,validation,-1.5221776962,-1.7378705740,-1.0674285889,-1.4471716881,-1.1365451813
ETTh1,107,332,-0.4246889353,0.336374620191,validation,-1.8705686331,-1.6219598055,-1.3730921745,-1.6008656025,-1.5943548679
ETTh1,107,333,-0.9010611773,0.336374620191,validation,-2.1415324211,-1.9991809130,-1.9253863096,-2.2575180531,-2.0109007359
ETTh1,107,334,-1.9056285620,0.336374620191,validation,-2.3113474846,-2.2828066349,-2.3324451447,-2.4168636799,-2.1808686256
ETTh1,107,335,-3.3929102421,0.336374620191,validation,-2.1596856117,-1.7567611933,-2.1671578884,-2.1853632927,-2.2236988544
ETTh1,107,336,-1.6350984573,0.336374620191,validation,-1.8337916136,-2.0649583340,-1.6265245676,-1.6913461685,-1.6776862144
ETTh1,107,337,-2.4013891220,0.336374620191,validation,-1.6097011566,-1.6127829552,-1.5073170662,-1.4745846987,-1.2447317839
ETTh1,107,338,-1.2487821579,0.336374620191,validation,-1.1140288115,-0.8013033867,-1.2029424906,-1.2334097624,-1.5077292919
ETTh1,107,339,-0.8173472285,0.336374620191,validation,-0.2194423676,-0.6364887953,-0.5023546219,-0.5717796087,-0.8298750520
ETTh1,107,340,-0.3924355209,0.336374620191,validation,0.2884659767,-0.2442654073,-0.1062629521,-0.0889118910,-0.1775076389
ETTh1,107,341,-0.1284285784,0.336374620191,validation,0.1231557727,0.1897630095,0.2566927075,-0.4228051901,-0.1993869245
ETTh1,107,342,0.0647295788,0.336374620191,validation,-0.1593042016,-0.0302376747,-0.2272824943,0.2572254539,0.0288638473
ETTh1,107,343,0.4832994044,0.336374620191,validation,0.1571120024,0.2372103930,0.3251479864,-0.0634996295,0.0180464387
ETTh1,107,344,0.3479436934,0.336374620191,validation,0.1770898104,0.5756424665,-0.0477065444,0.0695833564,-0.1320497692
ETTh1,107,345,0.6699344516,0.336374620191,validation,0.5290337801,0.5104672909,0.5480140448,0.1598571539,0.1487070322
ETTh1,107,346,0.5347598791,0.336374620191,validation,-0.0946738422,0.3573403955,0.3749880195,0.7521893978,0.4276299477
ETTh1,107,347,0.4316576123,0.336374620191,validation,0.4353301525,-0.0475710630,0.0555199385,0.3393151760,0.5873827934
ETTh1,107,348,0.4704342484,0.336374620191,validation,0.1744160652,0.5550992489,0.3267841935,0.5923388004,0.6027983427
ETTh1,107,349,0.3867203295,0.336374620191,validation,0.0450744629,0.2229963541,0.5012321472,0.4748538733,0.2253060341
ETTh1,107,350,0.5670132637,0.336374620191,validation,0.4869251251,0.9814916849,0.3659110069,0.9844759703,0.7658361197
ETTh1,107,351,0.3930622637,0.336374620191,validation,0.2611235380,0.0173352361,0.2850506902,0.4997919798,0.3879438639
ETTh1,107,352,0.3738551736,0.336374620191,validation,0.0591696501,0.1085221767,0.0348469019,0.3117556572,0.2122520208
ETTh1,107,353,-0.3795703948,0.336374620191,validation,-0.2162364721,-0.2758082747,-0.5323622823,0.0257291198,-0.0540980101
ETTh1,107,354,-1.4999239445,0.336374620191,validation,-0.8466668129,-0.8579645157,-0.8736053705,-0.0559499860,-0.4154498875
ETTh1,107,355,-2.6268005371,0.336374620191,validation,-1.1410799026,-1.0454896688,-1.5729763508,-0.8603722453,-1.0532767773
ETTh1,107,356,-3.2706007957,0.336374620191,validation,-1.9124530554,-1.8061282635,-2.1378612518,-1.6496944427,-1.4859634638
ETTh1,107,357,-3.6505751610,0.336374620191,validation,-2.0153431892,-1.7308315039,-2.0785226822,-2.3181090355,-2.1941180229
ETTh1,107,358,-4.0303683281,0.336374620191,validation,-2.5663065910,-2.5683841705,-2.0494394302,-2.5218358040,-2.3484354019
ETTh1,107,359,-3.7728843689,0.336374620191,validation,-2.4197392464,-2.1897463799,-2.6317348480,-1.6782915592,-2.2134242058
ETTh1,107,360,-3.4831471443,0.336374620191,validation,-2.0032234192,-1.9217367172,-1.5374381542,-1.2144695520,-1.1610481739
ETTh1,107,361,-2.9036726952,0.336374620191,validation,-1.6009604931,-1.4357637167,-1.7423982620,-1.1102256775,-0.5983819366
ETTh1,107,362,-2.1631124020,0.336374620191,validation,-1.2157741785,-1.3371295929,-0.8186868429,-1.3793127537,-1.0082383156
ETTh1,107,363,-1.1264727116,0.336374620191,validation,-0.5085008144,-0.7329708338,-0.1694217026,-0.3153958917,-0.8295024037
ETTh1,107,364,-0.2186656743,0.336374620191,validation,-0.2757971287,0.1130612493,0.2280473709,-0.7991575003,-0.7085762024
ETTh1,107,365,0.0647295788,0.336374620191,validation,0.0437118411,-0.0717625618,-0.0727421641,0.1419137716,-0.4328695536
ETTh1,107,366,0.4316576123,0.336374620191,validation,0.4916163683,0.2606998682,0.1237052679,0.4720246792,0.0315883756
ETTh1,107,367,0.4124505222,0.336374620191,validation,0.3339781761,-0.1377158761,-0.1359888315,0.1680408716,0.1771609187
ETTh1,107,368,0.2578877509,0.336374620191,validation,0.3495909572,0.7526795864,0.3871538639,0.1497778893,0.6165385246
ETTh1,107,369,0.3738551736,0.336374620191,validation,0.2371962667,0.6195466518,0.3721930981,0.4884648323,-0.2279832065
ETTh1,107,370,0.5990854502,0.336374620191,validation,0.0514269471,0.8131265640,0.2060515881,0.8315162659,0.8138451576
ETTh1,107,371,0.3287366033,0.336374620191,validation,0.2294169664,0.2257174253,0.2261651158,0.5667405128,0.4132283926
ETTh1,107,372,0.4059274197,0.336374620191,validation,0.2117525935,0.1284051538,0.7051757574,-0.0039761066,0.1210397482
ETTh1,107,373,0.4704342484,0.336374620191,validation,0.3166627288,0.2967059016,0.5655620098,0.3419485092,0.9781702757
ETTh1,107,374,0.3608088493,0.336374620191,validation,0.4476959705,0.3951469064,-0.0123438239,0.7499542236,0.4537882805
ETTh1,107,375,0.5282366872,0.336374620191,validation,0.5809311867,0.1465495825,0.2286879420,0.1401161551,0.6703385115
ETTh1,107,376,0.0839367509,0.336374620191,validation,0.0390856862,0.1003602743,0.3204458952,-0.3661361933,-0.4667109847
ETTh1,107,377,-0.2315307707,0.336374620191,validation,-0.3923243880,-0.0235946178,-0.1680541933,-0.3781164885,-0.6727696061
ETTh1,107,378,-0.5727285147,0.336374620191,validation,-0.8987711668,-0.5745627880,-1.1177301407,-0.5968218446,-0.9935586452
ETTh1,107,379,-0.9333146214,0.336374620191,validation,-1.0511759520,-1.0203707218,-1.3797075748,-1.3571143150,-1.4392335415
ETTh1,107,380,-3.4702820778,0.336374620191,validation,-2.1636986732,-1.5108401775,-1.8173934221,-1.6956452131,-1.6604036093
ETTh1,107,381,-2.3820006847,0.336374620191,validation,-2.4439787865,-1.6969038248,-2.3063459396,-2.1581897736,-1.2355406284
ETTh1,107,382,-4.2494378090,0.336374620191,validation,-2.6511929035,-2.3834753036,-2.3881235123,-1.2696583271,-1.7619085312
ETTh1,107,383,-1.9378819466,0.336374620191,validation,-2.7585301399,-2.5727944374,-2.5208616257,-1.6680084467,-2.2259054184
ETTh1,107,384,-3.6183216572,0.336374620191,validation,-2.0557467937,-1.9661388397,-1.9269925356,-1.8583608866,-1.7062968016
ETTh1,107,385,-2.7039914131,0.336374620191,validation,-1.5553977489,-1.4732625484,-1.9040703773,-1.0538554192,-1.9407061338
ETTh1,107,386,-2.2017078400,0.336374620191,validation,-1.4386904240,-1.1529133320,-1.1504341364,-1.0752104521,-1.1011407375
ETTh1,107,387,-1.0105054379,0.336374620191,validation,-0.8481394053,-0.6900920868,-0.4112959206,-0.7130134702,-0.8985653520
ETTh1,107,388,-0.1992773563,0.336374620191,validation,-0.5990790725,0.0804063082,-0.2726520896,-0.8002972007,-0.6782543063
ETTh1,107,389,0.2064272314,0.336374620191,validation,-0.1823366880,-0.3905648589,-0.0769805908,-0.6615008116,-0.3238418102
ETTh1,107,390,0.6699344516,0.336374620191,validation,0.4116250277,0.0847004652,0.1735834479,-0.0499262214,-0.3516172171
ETTh1,107,391,0.9854018092,0.336374620191,validation,-0.3002640009,-0.5627655983,0.4563062191,-0.1976236105,-0.0949892998
ETTh1,107,392,1.1013692617,0.336374620191,validation,0.2651084661,0.3580224514,-0.0167837143,0.5197219849,-0.2195310593
ETTh1,107,393,1.3202576637,0.336374620191,validation,0.1674123406,0.5315598249,0.2125208378,0.4351143837,0.5550673008
ETTh1,107,394,1.1722179651,0.336374620191,validation,0.3226025701,0.7919253111,0.2597715259,0.4357156754,0.6199861765
ETTh1,107,395,1.1336227655,0.336374620191,validation,0.7300604582,0.5334144831,0.7408181429,0.3885223269,-0.1299464405
ETTh1,107,396,0.9919250011,0.336374620191,validation,0.7178328037,0.3547499180,0.2663609385,0.3470195532,0.7398883104
ETTh1,107,397,0.8244971633,0.336374620191,validation,0.8429105282,0.5249253511,0.7496585846,0.5767985582,0.6986243725
ETTh1,107,398,0.8696156144,0.336374620191,validation,0.2629052401,0.3458660245,0.5021954775,0.4480446577,0.7114194632
ETTh1,107,399,0.7987668514,0.336374620191,validation,0.1000776291,0.7939021587,0.0496382117,0.7007033825,0.6382108927
ETTh1,107,400,0.5025064945,0.336374620191,validation,0.3579279184,0.1743456125,0.3774541616,0.2390311956,-0.1136893332
ETTh1,107,401,0.1613086611,0.336374620191,validation,0.0075814724,-0.0386103988,-0.3578745127,-0.4703553915,-0.3178527951
ETTh1,107,402,-0.5855936408,0.336374620191,validation,-1.0798364878,-0.7176596522,-1.0970301628,-0.4587925076,-0.4391443133
ETTh1,107,403,-1.0942193270,0.336374620191,validation,-1.2215197086,-1.6691752672,-1.0636053085,-1.5577974319,-1.3462648392
ETTh1,107,404,-1.0878773928,0.336374620191,validation,-2.0119102001,-1.5454918146,-1.6356856823,-1.4380774498,-1.8382430077
ETTh1,107,405,-1.9248356819,0.336374620191,validation,-1.8086502552,-1.7718365192,-1.6800419092,-1.6857752800,-2.2264885902
ETTh1,107,406,-1.0556238890,0.336374620191,validation,-2.6686034203,-2.3653173447,-1.4345147610,-2.2159745693,-1.0266851187
ETTh1,107,407,-1.8733750582,0.336374620191,validation,-2.1986889839,-2.5550065041,-1.9861143827,-1.4236507416,-1.9953211546
ETTh1,107,408,-1.8347797394,0.336374620191,validation,-2.3080372810,-1.9766308069,-1.6331135035,-1.9105056524,-1.4713718891
ETTh1,107,409,-1.3067657948,0.336374620191,validation,-1.1146173477,-1.4845175743,-1.5696988106,-1.5084648132,-1.5398494005
ETTh1,107,410,-0.8496006727,0.336374620191,validation,-1.1448733807,-1.0188267231,-1.5482724905,-0.8651167154,-0.7079693675
ETTh1,107,411,-1.2101867199,0.336374620191,validation,-0.8078226447,-0.9183027744,-0.5968961120,-0.5568088293,-0.5446635485
ETTh1,107,412,-0.0383726209,0.336374620191,validation,-0.4040829837,-0.2655320168,-0.2132910788,-0.3509445488,-0.5577309132
ETTh1,107,413,0.2578877509,0.336374620191,validation,-0.4572177231,-0.2333959639,-0.1957818866,0.1976465583,-0.3026202321
ETTh1,107,414,0.7279180884,0.336374620191,validation,0.2257281542,0.2930583954,-0.4425995648,-0.0382097363,0.0770830512
ETTh1,107,415,0.8888227344,0.336374620191,validation,0.0978830457,0.4077562690,0.2822143435,0.3705797195,-0.3421211839
ETTh1,107,416,0.9339413643,0.336374620191,validation,-0.3668485880,-0.4088511467,-0.0416036844,0.3803082705,0.1861231923
ETTh1,107,417,1.0819808245,0.336374620191,validation,0.3906123638,0.2457221746,0.3602087498,0.2561453581,-0.5649387240
ETTh1,107,418,1.3847645521,0.336374620191,validation,0.5909693241,0.9714391232,0.7172714472,0.2483997345,0.4763904810
ETTh1,107,419,1.3267809153,0.336374620191,validation,0.1725550890,0.6578706503,0.7971103191,0.5839512348,0.9398785830
ETTh1,107,420,1.1979483366,0.336374620191,validation,0.7292877436,0.4582710266,0.8413717747,0.6857452393,-0.1805520356
ETTh1,107,421,1.1785598993,0.336374620191,validation,0.8099284172,0.4561977386,0.1219814420,0.5198118687,0.3047161698
ETTh1,107,422,0.9210762382,0.336374620191,validation,1.0525994301,0.6214543581,0.3744289875,1.0883511305,0.7673895359
ETTh1,107,423,0.8888227344,0.336374620191,validation,0.1304955482,0.3355255723,0.4995385408,0.1340111494,-0.2322683632
ETTh1,107,424,0.4767761827,0.336374620191,validation,0.3684580326,0.3192995191,-0.0770747662,-0.0903739929,-0.4923201501
ETTh1,107,425,0.5541480780,0.336374620191,validation,-0.1265079975,0.0494920015,-0.2533063293,0.1562157869,-0.8932353258
